MMSI,MID,Received_Time,Vessel_Name,Latitude,Longitude,Course_Over_Ground_COG,Speed_Over_Ground_SOG,IMO_Number,Longitude_Second,Latitude_Second,_True_Heading_HDG,_Beam ,Destination,Destination,Ship_Type
576638000,Vanuatu (Republic of),20/02/2025 16:07:23,LONGBOW NO.7,22.6031,120.2862,13.7,0,8956683,120? 17.171' E,22? 36.183' N,511,9,46,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416008938,Taiwan (Province of China),20/02/2025 16:07:23,TIMP NO.15005,22.5832,120.2973,134.4,2.4,0,120? 17.840' E,22? 34.994' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Tug
677054600,Tanzania (United Republic of),20/02/2025 16:07:23,CHENG TAI,22.5819,120.2958,251,0,8854122,120? 17.749' E,22? 34.914' N,511,12,63,NINGBO@@@@@@@@@@@@@@,Cargo-all ships of this type
416002974,Taiwan (Province of China),20/02/2025 16:07:23,DONG LIAN NO.8,22.5962,120.2998,349.1,0,0,120? 17.990' E,22? 35.775' N,511,2,14,@@@@@@@@@@@@@@@@@@@@,Tug
629009312,Gambia (Republic of the),20/02/2025 16:07:23,XIN YUAN,22.5818,120.2957,288,0,9126106,120? 17.740' E,22? 34.910' N,231,15,85,KOHSIUNG            ,Cargo-all ships of this type
416005438,Taiwan (Province of China),20/02/2025 16:07:24,SOLARIS,22.6093,120.2732,277.5,0.1,0,120? 16.394' E,22? 36.556' N,145,8,21,KHH PORT@@@@@@@@@@@@,Vessel-Engaged in dredging or underwater operations
416000021,Taiwan (Province of China),20/02/2025 16:07:24,YU MING NO:288,22.5854,120.3028,360,0,0,120? 18.166' E,22? 35.121' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel-Pleasure craft
416003885,Taiwan (Province of China),20/02/2025 16:07:24,SHING FU,22.6142,120.2699,285,1.9,0,120? 16.191' E,22? 36.853' N,320,0,0,@@@@@@@@@@@@@@@@@@@@,Passenger-all ships of this type
416004261,Taiwan (Province of China),20/02/2025 16:07:25,YU CHIN NO.302,22.5855,120.3031,0,0,0,120? 18.184' E,22? 35.132' N,511,9,29,@@@@@@@@@@@@@@@@@@@@,Vessel-Towing
416000017,Taiwan (Province of China),20/02/2025 16:07:25,YU TAI NO.403,22.595,120.2882,126.7,0.2,0,120? 17.294' E,22? 35.698' N,511,11,30,@@@@@@@@@@@@@@@@@@@@,Tug
416004047,Taiwan (Province of China),20/02/2025 16:07:25,TA YING,22.5991,120.2884,104.2,0,0,120? 17.302' E,22? 35.947' N,511,0,0,KAOHSIUNG@@@@@@@@@@@,Cargo-all ships of this type
416012541,Taiwan (Province of China),20/02/2025 16:07:25,KMSC NO.901,22.5979,120.286,333,6.9,0,120? 17.161' E,22? 35.873' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Port tender
416005048,Taiwan (Province of China),20/02/2025 16:07:26,TIPM NO.13402,22.5492,120.3088,68.5,9.3,0,120? 18.526' E,22? 32.954' N,511,10,35,@@@@@@@@@@@@@@@@@@@@,Tug
510069000,Micronesia (Federated States of),20/02/2025 16:07:26,QUEEN ISABELLA 88,22.6134,120.2719,239.3,0,0,120? 16.315' E,22? 36.807' N,302,30,15,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
413690160,China (People's Republic of),20/02/2025 16:07:26,XIAO JIANG,22.6085,120.2826,228.5,0,9401269,120? 16.956' E,22? 36.511' N,152,16,116,KHH\\\              ,Cargo-all ships of this type
416005437,Taiwan (Province of China),20/02/2025 16:07:26,SOLARIS 2,22.5821,120.2939,360,0,0,120? 17.635' E,22? 34.925' N,511,8,20,HYDRO SURVEY@@@@@@@@,Vessel-Engaged in dredging or underwater operations
477347200,Hong Kong (Special Administrative Region of China),20/02/2025 16:07:26,GLORY TIANJIN,22.5328,120.2289,79.8,11.1,,120? 13.737' E,22? 31.965' N,85,,,,
416015927,Taiwan (Province of China),20/02/2025 16:07:26,KAO 506,22.6138,120.2881,183.4,0,0,120? 17.285' E,22? 36.828' N,511,15,40,KHH@@@@@@@@@@@@@@@@@,Vessel-Engaged in dredging or underwater operations
538010853,Marshall Islands (Republic of the),20/02/2025 16:07:26,FAIRCHEM PATHFINDER,22.5838,120.2969,134.6,2.4,9975301,120? 17.816' E,22? 35.030' N,140,27,158,TW KHH              ,Tanker-all ships of this type
677011100,Tanzania (United Republic of),20/02/2025 16:07:27,HAI FA,22.582,120.2955,282.5,0,9072991,120? 17.728' E,22? 34.922' N,511,12,74,KAOXIONG            ,Cargo-all ships of this type
306045000,Netherlands Antilles,20/02/2025 16:07:27,GUANYANG,22.611,120.2739,168.3,0,9110250,120? 16.436' E,22? 36.660' N,0,9,53,KHH                 ,Cargo-all ships of this type
667001736,Sierra Leone,20/02/2025 16:07:27,HUA HANG,22.6138,120.287,0,0,8864282,120? 17.221' E,22? 36.830' N,511,12,71,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416003923,Taiwan (Province of China),20/02/2025 16:07:28,KAO NO.112,22.5942,120.2886,274.3,0.1,0,120? 17.314' E,22? 35.651' N,511,14,89,KOH                 ,Tug
416459000,Taiwan (Province of China),20/02/2025 16:07:28,UNI PROSPER,22.5443,120.295,291,9.1,,120? 17.701' E,22? 32.656' N,294,,,,
416003885,Taiwan (Province of China),20/02/2025 16:07:29,SHING FU,22.6142,120.2698,281.3,1.2,0,120? 16.189' E,22? 36.854' N,341,0,0,@@@@@@@@@@@@@@@@@@@@,Passenger-all ships of this type
416011439,Taiwan (Province of China),20/02/2025 16:07:29,PROTAGONIST ONE,22.6073,120.2962,360,0.2,,120? 17.769' E,22? 36.438' N,,0,0,,
563245300,Singapore (Republic of),20/02/2025 16:07:29,EVER MOST,22.5463,120.2717,265.4,9,,120? 16.303' E,22? 32.778' N,265,,,,
416008845,Taiwan (Province of China),20/02/2025 16:07:29,TRITON1,22.594,120.2861,168.1,0,9495894,120? 17.165' E,22? 35.639' N,511,10,34,@@@@@@@@@@@@@@@@@@@@,Port tender
511101274,Palau (Republic of),20/02/2025 16:07:29,HONG LI,22.6034,120.2821,346,0.2,9036894,120? 16.926' E,22? 36.203' N,511,13,74,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
306406000,Netherlands Antilles,20/02/2025 16:07:29,XING YUN 101,22.595,120.2833,125.6,0,0,120? 16.996' E,22? 35.699' N,225,8,29,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416000018,Taiwan (Province of China),20/02/2025 16:07:30,FORMOSA NO.8,22.5997,120.2826,360,0,0,120? 16.958' E,22? 35.979' N,511,11,28,TW_KHH              ,Tug
416247700,Taiwan (Province of China),20/02/2025 16:07:30,HAI YAO,22.5927,120.2874,360,0,0,120? 17.246' E,22? 35.562' N,511,7,35,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416004697,Taiwan (Province of China),20/02/2025 16:07:30,KAO 505,22.6102,120.2726,147.4,0,967097500,120? 16.357' E,22? 36.613' N,145,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel-Engaged in dredging or underwater operations
416006752,Taiwan (Province of China),20/02/2025 16:07:30,TA YU,22.5946,120.291,316.7,0,0,120? 17.462' E,22? 35.676' N,339,13,76,KINMEN              ,Cargo-all ships of this type
416004865,Taiwan (Province of China),20/02/2025 16:07:31,HSIANG PERNG NO.212,22.5968,120.2817,36.5,0,,120? 16.904' E,22? 35.806' N,,7,45,,
416005048,Taiwan (Province of China),20/02/2025 16:07:31,TIPM NO.13402,22.5493,120.309,68.3,9.3,0,120? 18.542' E,22? 32.960' N,511,10,35,@@@@@@@@@@@@@@@@@@@@,Tug
416006501,Taiwan (Province of China),20/02/2025 16:07:31,SEA GREEN NO 16,22.5398,120.3355,360,0,0,120? 20.131' E,22? 32.387' N,511,20,40,@@@@@@@@@@@@@@@@@@@@,Other type of ship-all ships of this type
416000095,Taiwan (Province of China),20/02/2025 16:07:31,YIN LIAN,22.5964,120.2899,154.6,0.1,0,120? 17.391' E,22? 35.783' N,356,11,76,LONG MEN - KAOHSIUNG,Cargo-all ships of this type
667001467,Sierra Leone,20/02/2025 16:07:31,VINCENT 2,22.6023,120.2829,19.7,0.1,9121039,120? 16.975' E,22? 36.136' N,144,17,107,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416003885,Taiwan (Province of China),20/02/2025 16:07:32,SHING FU,22.6142,120.2698,265,0.7,0,120? 16.189' E,22? 36.854' N,341,0,0,@@@@@@@@@@@@@@@@@@@@,Passenger-all ships of this type
416011751,Taiwan (Province of China),20/02/2025 16:07:32,SHENG YI FA168,22.5925,120.2871,273.1,0,0,120? 17.226' E,22? 35.550' N,511,8,37,KHH                 ,Vessel=Fishing
677054600,Tanzania (United Republic of),20/02/2025 16:07:32,CHENG TAI,22.5819,120.2958,251,0,8854122,120? 17.750' E,22? 34.914' N,511,12,63,NINGBO@@@@@@@@@@@@@@,Cargo-all ships of this type
416126600,Taiwan (Province of China),20/02/2025 16:07:32,YU DING N0 303,22.5857,120.3039,360,0,0,120? 18.233' E,22? 35.142' N,511,9,35,@@@@@@@@@@@@@@@@@@@@,Tug
416008938,Taiwan (Province of China),20/02/2025 16:07:32,TIMP NO.15005,22.5832,120.2974,134.5,2.4,0,120? 17.845' E,22? 34.989' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Tug
416006765,Taiwan (Province of China),20/02/2025 16:07:33,VENTUS XINGANG,22.5996,120.2816,360,0,990981900,120? 16.896' E,22? 35.976' N,235,0,0,KHH                 ,Vessel-Pleasure craft
416004191,Taiwan (Province of China),20/02/2025 16:07:33,SEAGREEN NO15,22.5959,120.2843,360,0,9406295,120? 17.058' E,22? 35.751' N,511,40,55,TW KHH 1508W        ,Vessel-Towing
416008937,Taiwan (Province of China),20/02/2025 16:07:33,TIPM NO.15003,22.584,120.2966,133.1,2.4,0,120? 17.798' E,22? 35.040' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Tug
416000021,Taiwan (Province of China),20/02/2025 16:07:33,YU MING NO:288,22.5854,120.3028,360,0,0,120? 18.166' E,22? 35.121' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel-Pleasure craft
416007289,Taiwan (Province of China),20/02/2025 16:07:33,YUAN MAN JIN,22.5535,120.3383,271.7,0,0,120? 20.295' E,22? 33.211' N,271,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
576638000,Vanuatu (Republic of),20/02/2025 16:07:33,LONGBOW NO.7,22.6031,120.2862,13.7,0,8956683,120? 17.171' E,22? 36.183' N,511,9,46,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416004524,Taiwan (Province of China),20/02/2025 16:07:34,YU JING 245,22.6175,120.2794,360,0,0,120? 16.762' E,22? 37.053' N,511,9,54,@@@@@@@@@@@@@@@@@@@@,Tug
457556000,Mongolia,20/02/2025 16:07:34,EVER  DELIGHT,91,181,360,102.3,8358661,Not available (default),Not available (default),511,16,96,KAOHSIUNG           ,Cargo-all ships of this type
457601000,Mongolia,20/02/2025 16:07:34,MACRO,22.5999,120.2816,205.4,0,0,120? 16.894' E,22? 35.993' N,511,2,2,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416002974,Taiwan (Province of China),20/02/2025 16:07:34,DONG LIAN NO.8,22.5962,120.2998,349.1,0,0,120? 17.990' E,22? 35.774' N,511,2,14,@@@@@@@@@@@@@@@@@@@@,Tug
416005691,Taiwan (Province of China),20/02/2025 16:07:34,SEN KOH NO.8,22.5861,120.2925,360,0,0,120? 17.549' E,22? 35.167' N,511,30,102,@@@@@@@@@@@@@@@@@@@@,Spare - for local use
416005473,Taiwan (Province of China),20/02/2025 16:07:34,CHUNG YU16,22.585,120.3017,62.5,0,9820063,120? 18.103' E,22? 35.100' N,511,11,37,@@@@@@@@@@@@@@@@@@@@,Tanker-all ships of this type
416005437,Taiwan (Province of China),20/02/2025 16:07:34,SOLARIS 2,22.5821,120.2939,360,0,0,120? 17.635' E,22? 34.925' N,511,8,20,HYDRO SURVEY@@@@@@@@,Vessel-Engaged in dredging or underwater operations
416012541,Taiwan (Province of China),20/02/2025 16:07:35,KMSC NO.901,22.5982,120.2859,334.6,6.8,0,120? 17.152' E,22? 35.891' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Port tender
416003885,Taiwan (Province of China),20/02/2025 16:07:35,SHING FU,22.6142,120.2698,360,0.2,0,120? 16.188' E,22? 36.853' N,348,0,0,@@@@@@@@@@@@@@@@@@@@,Passenger-all ships of this type
416004115,Taiwan (Province of China),20/02/2025 16:07:35,DAH LIN NO.9,22.5389,120.3359,360,0,0,120? 20.155' E,22? 32.336' N,511,12,36,KAOHSIUNG PORT@@@@@@,Vessel-Towing
416004261,Taiwan (Province of China),20/02/2025 16:07:35,YU CHIN NO.302,22.5855,120.3031,0,0,0,120? 18.184' E,22? 35.132' N,511,9,29,@@@@@@@@@@@@@@@@@@@@,Vessel-Towing
416000017,Taiwan (Province of China),20/02/2025 16:07:35,YU TAI NO.403,22.595,120.2883,137.8,0.2,0,120? 17.295' E,22? 35.697' N,511,11,30,@@@@@@@@@@@@@@@@@@@@,Tug
510069000,Micronesia (Federated States of),20/02/2025 16:07:36,QUEEN ISABELLA 88,22.6134,120.2719,226.9,0,0,120? 16.315' E,22? 36.806' N,302,30,15,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416004047,Taiwan (Province of China),20/02/2025 16:07:36,TA YING,22.5991,120.2884,104.2,0,0,120? 17.302' E,22? 35.947' N,511,0,0,KAOHSIUNG@@@@@@@@@@@,Cargo-all ships of this type
416004261,Taiwan (Province of China),20/02/2025 16:07:36,YU CHIN NO.302,22.5855,120.3031,0,0,0,120? 18.184' E,22? 35.132' N,511,9,29,@@@@@@@@@@@@@@@@@@@@,Vessel-Towing
563245300,Singapore (Republic of),20/02/2025 16:07:36,EVER MOST,22.5463,120.2717,265.4,9,9935337,120? 16.303' E,22? 32.778' N,265,51,366,TWKHH>MYPKL         ,"Cargo-carrying DG,HS,MP,IMO haz or pollutant OS"
677011100,Tanzania (United Republic of),20/02/2025 16:07:36,HAI FA,22.582,120.2955,283.3,0,9072991,120? 17.728' E,22? 34.922' N,511,12,74,KAOXIONG            ,Cargo-all ships of this type
477347200,Hong Kong (Special Administrative Region of China),20/02/2025 16:07:36,GLORY TIANJIN,22.5328,120.2295,80.4,11.2,,120? 13.770' E,22? 31.970' N,85,,,,
416008865,Taiwan (Province of China),20/02/2025 16:07:37,TRITON 8,22.5659,120.3087,271.2,0,9486776,120? 18.523' E,22? 33.956' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Reserved for future use
667001736,Sierra Leone,20/02/2025 16:07:37,HUA HANG,22.6138,120.287,0,0,8864282,120? 17.221' E,22? 36.830' N,511,12,71,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416015927,Taiwan (Province of China),20/02/2025 16:07:37,KAO 506,22.6138,120.2881,183.4,0,0,120? 17.286' E,22? 36.828' N,511,15,40,KHH@@@@@@@@@@@@@@@@@,Vessel-Engaged in dredging or underwater operations
416005048,Taiwan (Province of China),20/02/2025 16:07:37,TIPM NO.13402,22.5494,120.3093,67,9.1,0,120? 18.558' E,22? 32.966' N,511,10,35,@@@@@@@@@@@@@@@@@@@@,Tug
416003885,Taiwan (Province of China),20/02/2025 16:07:37,SHING FU,22.6142,120.2698,360,0.3,0,120? 16.188' E,22? 36.853' N,349,0,0,@@@@@@@@@@@@@@@@@@@@,Passenger-all ships of this type
416459000,Taiwan (Province of China),20/02/2025 16:07:38,UNI PROSPER,22.5444,120.2946,292,9.3,,120? 17.676' E,22? 32.665' N,294,,,,
416003923,Taiwan (Province of China),20/02/2025 16:07:38,KAO NO.112,22.5942,120.2886,317,0.1,0,120? 17.314' E,22? 35.651' N,511,14,89,KOH                 ,Tug
306406000,Netherlands Antilles,20/02/2025 16:07:38,XING YUN 101,22.595,120.2833,125.6,0,0,120? 16.996' E,22? 35.699' N,225,8,29,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416005452,Taiwan (Province of China),20/02/2025 16:07:39,CHUNG YU NO.22,22.5845,120.3008,40,0,9814571,120? 18.049' E,22? 35.070' N,49,16,75,KAOSHIUNG           ,Tanker-all ships of this type
511101274,Palau (Republic of),20/02/2025 16:07:39,HONG LI,22.6034,120.2821,0.9,0.1,9036894,120? 16.926' E,22? 36.204' N,511,13,74,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
544113120,Nauru (Republic of),20/02/2025 16:07:40,EASTERN STAR,22.597,120.2855,237.3,0,8996097,120? 17.130' E,22? 35.820' N,511,14,89,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
563245300,Singapore (Republic of),20/02/2025 16:07:40,EVER MOST,22.5463,120.2712,265.3,9,,120? 16.274' E,22? 32.776' N,265,,,,
416000095,Taiwan (Province of China),20/02/2025 16:07:40,YIN LIAN,22.5964,120.2899,154.6,0,0,120? 17.391' E,22? 35.783' N,356,11,76,LONG MEN - KAOHSIUNG,Cargo-all ships of this type
416008845,Taiwan (Province of China),20/02/2025 16:07:40,TRITON1,22.594,120.2861,168.1,0,9495894,120? 17.164' E,22? 35.639' N,511,10,34,@@@@@@@@@@@@@@@@@@@@,Port tender
416000018,Taiwan (Province of China),20/02/2025 16:07:40,FORMOSA NO.8,22.5997,120.2826,360,0,0,120? 16.958' E,22? 35.979' N,511,11,28,TW_KHH              ,Tug
416247700,Taiwan (Province of China),20/02/2025 16:07:41,HAI YAO,22.5927,120.2874,360,0,0,120? 17.246' E,22? 35.562' N,511,7,35,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416006752,Taiwan (Province of China),20/02/2025 16:07:41,TA YU,22.5946,120.291,316.7,0,0,120? 17.462' E,22? 35.676' N,339,13,76,KINMEN              ,Cargo-all ships of this type
667001467,Sierra Leone,20/02/2025 16:07:41,VINCENT 2,22.6023,120.2829,359.4,0.1,9121039,120? 16.975' E,22? 36.136' N,144,17,107,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416004697,Taiwan (Province of China),20/02/2025 16:07:41,KAO 505,22.6102,120.2726,135.9,0,967097500,120? 16.356' E,22? 36.612' N,145,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel-Engaged in dredging or underwater operations
416003885,Taiwan (Province of China),20/02/2025 16:07:41,SHING FU,22.6142,120.2698,360,0.2,0,120? 16.189' E,22? 36.853' N,0,0,0,@@@@@@@@@@@@@@@@@@@@,Passenger-all ships of this type
416005003,Taiwan (Province of China),20/02/2025 16:07:41,HUNG YU NO.1,22.5467,120.3121,334.6,0,0,120? 18.726' E,22? 32.804' N,511,33,80,@@@@@@@@@@@@@@@@@@@@,Other type of ship-all ships of this type
416126600,Taiwan (Province of China),20/02/2025 16:07:42,YU DING N0 303,22.5857,120.3039,360,0,0,120? 18.233' E,22? 35.141' N,511,9,35,@@@@@@@@@@@@@@@@@@@@,Tug
416006765,Taiwan (Province of China),20/02/2025 16:07:42,VENTUS XINGANG,22.5996,120.2816,360,0,990981900,120? 16.896' E,22? 35.976' N,235,0,0,KHH                 ,Vessel-Pleasure craft
416004191,Taiwan (Province of China),20/02/2025 16:07:42,SEAGREEN NO15,22.5959,120.2843,360,0,9406295,120? 17.058' E,22? 35.751' N,511,40,55,TW KHH 1508W        ,Vessel-Towing
416002974,Taiwan (Province of China),20/02/2025 16:07:42,DONG LIAN NO.8,22.5963,120.2998,349.1,0,0,120? 17.990' E,22? 35.775' N,511,2,14,@@@@@@@@@@@@@@@@@@@@,Tug
416000021,Taiwan (Province of China),20/02/2025 16:07:42,YU MING NO:288,22.5853,120.3028,360,0.1,0,120? 18.166' E,22? 35.121' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel-Pleasure craft
416008937,Taiwan (Province of China),20/02/2025 16:07:42,TIPM NO.15003,22.5839,120.2967,134,2.4,0,120? 17.803' E,22? 35.036' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Tug
416011751,Taiwan (Province of China),20/02/2025 16:07:43,SHENG YI FA168,22.5925,120.2871,273.1,0,0,120? 17.226' E,22? 35.550' N,511,8,37,KHH                 ,Vessel=Fishing
677054600,Tanzania (United Republic of),20/02/2025 16:07:43,CHENG TAI,22.5819,120.2958,251,0,8854122,120? 17.750' E,22? 34.913' N,511,12,63,NINGBO@@@@@@@@@@@@@@,Cargo-all ships of this type
416008938,Taiwan (Province of China),20/02/2025 16:07:43,TIMP NO.15005,22.5831,120.2975,133.9,2.3,0,120? 17.850' E,22? 34.984' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Tug
416005047,Taiwan (Province of China),20/02/2025 16:07:43,TIPM NO.13401,22.5338,120.303,243.7,0,0,120? 18.180' E,22? 32.028' N,511,10,35,@@@@@@@@@@@@@@@@@@@@,Tug
576638000,Vanuatu (Republic of),20/02/2025 16:07:43,LONGBOW NO.7,22.6031,120.2862,13.7,0,8956683,120? 17.171' E,22? 36.183' N,511,9,46,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
457556000,Mongolia,20/02/2025 16:07:44,EVER  DELIGHT,91,181,360,102.3,8358661,Not available (default),Not available (default),511,16,96,KAOHSIUNG           ,Cargo-all ships of this type
416004261,Taiwan (Province of China),20/02/2025 16:07:44,YU CHIN NO.302,22.5855,120.3031,0,0.1,0,120? 18.185' E,22? 35.132' N,511,9,29,@@@@@@@@@@@@@@@@@@@@,Vessel-Towing
416005691,Taiwan (Province of China),20/02/2025 16:07:44,SEN KOH NO.8,22.5861,120.2925,360,0,0,120? 17.549' E,22? 35.167' N,511,30,102,@@@@@@@@@@@@@@@@@@@@,Spare - for local use
416012541,Taiwan (Province of China),20/02/2025 16:07:44,KMSC NO.901,22.5985,120.2857,327.8,7,0,120? 17.142' E,22? 35.908' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Port tender
353205000,Panama (Republic of),20/02/2025 16:07:44,GLOBAL CORAL,22.5591,120.3245,319.1,0,9687746,120? 19.468' E,22? 33.548' N,51,30,183,TW KHH              ,Cargo-all ships of this type
533004410,Malaysia,20/02/2025 16:07:44,SHINLINE 11,22.6028,120.2939,355,0,9559482,120? 17.633' E,22? 36.168' N,164,21,128,TW KHH              ,Cargo-all ships of this type
416004047,Taiwan (Province of China),20/02/2025 16:07:45,TA YING,22.5991,120.2884,104.2,0,0,120? 17.302' E,22? 35.947' N,511,0,0,KAOHSIUNG@@@@@@@@@@@,Cargo-all ships of this type
416000017,Taiwan (Province of China),20/02/2025 16:07:45,YU TAI NO.403,22.595,120.2883,151.4,0.3,0,120? 17.295' E,22? 35.697' N,511,11,30,@@@@@@@@@@@@@@@@@@@@,Tug
629009312,Gambia (Republic of the),20/02/2025 16:07:45,XIN YUAN,22.5818,120.2957,288,0,9126106,120? 17.740' E,22? 34.910' N,231,15,85,KOHSIUNG            ,Cargo-all ships of this type
510069000,Micronesia (Federated States of),20/02/2025 16:07:45,QUEEN ISABELLA 88,22.6134,120.2719,261.1,0,0,120? 16.315' E,22? 36.806' N,302,30,15,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
457601000,Mongolia,20/02/2025 16:07:45,MACRO,22.5999,120.2816,205.4,0,0,120? 16.894' E,22? 35.993' N,511,2,2,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
353874000,Panama (Republic of),20/02/2025 16:07:45,BLUE PHOENIX,22.5942,120.2883,341.8,0,,120? 17.295' E,22? 35.652' N,328,,,,
416004115,Taiwan (Province of China),20/02/2025 16:07:46,DAH LIN NO.9,22.5389,120.3359,360,0,0,120? 20.155' E,22? 32.336' N,511,12,36,KAOHSIUNG PORT@@@@@@,Vessel-Towing
677011100,Tanzania (United Republic of),20/02/2025 16:07:46,HAI FA,22.582,120.2955,284.5,0,9072991,120? 17.728' E,22? 34.922' N,511,12,74,KAOXIONG            ,Cargo-all ships of this type
416005451,Taiwan (Province of China),20/02/2025 16:07:46,CHUNG YU NO.21,22.5844,120.3009,67.5,0,9814569,120? 18.053' E,22? 35.064' N,52,16,75,@@@@@@@@@@@@@@@@@@@@,Tanker-all ships of this type
538010853,Marshall Islands (Republic of the),20/02/2025 16:07:46,FAIRCHEM PATHFINDER,22.5837,120.2971,134.4,2.4,9975301,120? 17.826' E,22? 35.021' N,140,27,158,TW KHH              ,Tanker-all ships of this type
416005437,Taiwan (Province of China),20/02/2025 16:07:46,SOLARIS 2,22.5821,120.2939,360,0,0,120? 17.635' E,22? 34.925' N,511,8,20,HYDRO SURVEY@@@@@@@@,Vessel-Engaged in dredging or underwater operations
667001736,Sierra Leone,20/02/2025 16:07:46,HUA HANG,22.6138,120.287,0,0,8864282,120? 17.221' E,22? 36.830' N,511,12,71,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416008865,Taiwan (Province of China),20/02/2025 16:07:46,TRITON 8,22.5659,120.3087,271.2,0,9486776,120? 18.523' E,22? 33.956' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Reserved for future use
416001323,Taiwan (Province of China),20/02/2025 16:07:47,@@@I*ELCOBR@@C?) BB,22.6126,120.2709,200.1,0,,120? 16.254' E,22? 36.753' N,,0,0,,
416001323,Taiwan (Province of China),20/02/2025 16:07:47,@@@I*ELCOBR@@C?) BB,22.6126,120.2709,200.1,0,,120? 16.254' E,22? 36.753' N,,0,0,,
416001323,Taiwan (Province of China),20/02/2025 16:07:47,@@@I*ELCOBR@@C?) BB,22.6126,120.2709,200.1,0,,120? 16.254' E,22? 36.753' N,,0,0,,
416001323,Taiwan (Province of China),20/02/2025 16:07:47,@@@I*ELCOBR@@C?) BB,22.6126,120.2709,200.1,0,,120? 16.254' E,22? 36.753' N,,0,0,,
416001323,Taiwan (Province of China),20/02/2025 16:07:47,@@@I*ELCOBR@@C?) BB,22.6126,120.2709,200.1,0,,120? 16.254' E,22? 36.753' N,,0,0,,
416001323,Taiwan (Province of China),20/02/2025 16:07:47,@@@I*ELCOBR@@C?) BB,22.6126,120.2709,200.1,0,,120? 16.254' E,22? 36.753' N,,0,0,,
